hotel_name,price_euros,rating,num_reviews,quality_over_5,quality_type,neighborhood,description
Home Art Apartments Salamanca,964.0,8.3,1400.0,3.0,squares,"Salamanca, Madrid","Apartment
Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 40m²
1 queen bed
Free cancellation
Only 2 left at this price on our site"
Ilunion Alcalá Norte,802.0,8.9,14927.0,4.0,stars,"San Blas, Madrid","Double or Twin Room
Multiple bed types
Free cancellation"
Ibis Madrid Centro las Ventas,787.0,8.2,3419.0,2.0,stars,"Salamanca, Madrid","Double Room
1 full bed
Only 7 rooms left at this price on our site"
Hostal A Nuestra Senora de La Paloma,957.0,8.4,943.0,3.0,squares,"Madrid City Center, Madrid","Economy Double Room
1 full bed
Free cancellation
Only 1 room left at this price on our site"
Sonder Sofia,908.0,9.0,113.0,3.0,stars,"Arganzuela, Madrid","Studio Apartment with King Bed
Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 25m²
1 king bed
Only 1 left at this price on our site"
Bob W Chueca,810.0,8.8,1822.0,3.0,squares,"Madrid City Center, Madrid","Studio Apartment
Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 17m²
1 full bed"
Gran Central Suites,890.0,8.0,3248.0,3.0,squares,"Madrid City Center, Madrid","One-Bedroom Family Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 28m²
2 beds (1 full, 1 sofa bed)
Free cancellation
Only 1 left at this price on our site"
Petit Palace President Castellana,1173.0,7.5,4047.0,4.0,stars,"Salamanca, Madrid","Double Room (1 - 2 Adults)
Beds: 1 double or 2 twins
Free cancellation"
AP Plaza de España 2,823.0,8.5,48.0,4.0,squares,"Madrid City Center, Madrid","Superior Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 30m²
2 beds (1 full, 1 sofa bed)
Only 1 left at this price on our site"
Minty Stay - Hortaleza Studio,751.0,7.9,53.0,3.0,squares,"Madrid City Center, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 35m²
2 beds (1 full, 1 sofa bed)
Free cancellation"
Catalonia Puerta del Sol,1450.0,8.9,2852.0,4.0,stars,"Madrid City Center, Madrid","Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation
No prepayment needed – pay at the property"
Room Mate Alba,1156.0,9.1,3315.0,4.0,stars,"Madrid City Center, Madrid","Double Room
Multiple bed types"
"Hotel Madrid Chamartín, Affiliated by Meliá",875.0,8.2,7233.0,3.0,stars,"Chamartín, Madrid","Double or Twin Room
Beds: 1 double or 2 twins
Breakfast included"
Amor de Dios 17 Boutique Apartments,936.0,7.8,1099.0,4.0,stars,"Madrid City Center, Madrid","Junior Suite with Garden View
Private suite
1 king bed
Only 1 left at this price on our site"
Céntrico. Atocha-Lavapiés. Nuevo. 100% Equipado.,1256.0,9.7,78.0,3.0,squares,"Madrid City Center, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 44m²
3 beds (2 fulls, 1 sofa bed)
Free cancellation
Only 1 left at this price on our site"
Aparto-Hotel Rosales,1135.0,8.9,4212.0,3.0,stars,"Moncloa-Aravaca, Madrid","Superior Double Room
2 beds (1 sofa bed, 1 queen)
Free cancellation
Only 2 rooms left at this price on our site"
Feelathome Castilla Apartments,895.0,9.2,427.0,4.0,squares,"Tetuan, Madrid","Apartment - Ground Floor
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 55m²
2 beds (1 sofa bed, 1 queen)
Only 1 left at this price on our site"
Dormirdcine,832.0,8.7,2620.0,4.0,stars,"Salamanca, Madrid","Double or Twin Room
Beds: 1 double or 2 twins"
Dobo Homes - D14,975.0,8.0,165.0,3.0,squares,"Madrid City Center, Madrid","Studio
Entire studio • 1 bathroom • 1 kitchen • 21m²
1 full bed
Free cancellation
Only 2 left at this price on our site"
Charming Delicias IV,771.0,8.3,35.0,3.0,squares,"Arganzuela, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 40m²
2 beds (1 full, 1 sofa bed)"
Catalonia Gran Vía Madrid,1400.0,8.7,6806.0,4.0,stars,"Madrid City Center, Madrid","Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation
No prepayment needed – pay at the property"
T-Homes - Cuenca,720.0,9.1,1072.0,3.0,squares,"Tetuan, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 25m²
1 full bed
Free cancellation
Only 1 left at this price on our site"
Avenida De America Tijcal,893.0,8.6,2966.0,3.0,squares,"Salamanca, Madrid","Standard Studio Twin
Entire studio • 1 bathroom • 1 kitchen • 26m²
2 twin beds
Free cancellation
Only 4 left at this price on our site"
Style Madrid Center Santiago Bernabeu,936.0,8.9,139.0,3.0,squares,"Tetuan, Madrid","Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 50m²
2 beds (1 sofa bed, 1 queen)
Free cancellation
Only 3 left at this price on our site"
Apartamento Centro de Madrid Plaza Mayor JH,900.0,8.2,57.0,3.0,squares,"Madrid City Center, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 39m²
2 beds (1 full, 1 sofa bed)
Free cancellation"
Tribu Malasaña,1044.0,9.0,1194.0,4.0,squares,"Madrid City Center, Madrid","Superior Deluxe Double or Twin Room
Beds: 1 double or 2 twins"
"Wide and modern -1Bd 1,5 Bth- Malasaña",1277.0,9.1,11.0,4.0,squares,"Madrid City Center, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 2 bathrooms • 1 kitchen • 70m²
2 beds (1 full, 1 sofa bed)
Free cancellation"
Sercotel Gran Hotel Conde Duque,1210.0,8.4,4080.0,4.0,stars,"Chamberi, Madrid","Double Room
1 full bed
Free cancellation"
Elegant apartment close to Royal Palace - Arriaza,806.0,8.0,2.0,,,"Moncloa-Aravaca, Madrid","One-Bedroom Apartment
1 full bed
Free cancellation"
One Shot Recoletos,1223.0,7.6,1560.0,4.0,stars,"Salamanca, Madrid","Standard Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation"
Espahotel Plaza Basílica,1054.0,8.5,1398.0,3.0,stars,"Tetuan, Madrid","Studio (2 Adults)
Entire studio • 1 bathroom • 1 kitchen • 20m²
1 full bed
Free cancellation
Only 2 left at this price on our site"
Retiro ParkSerranoGran Via,934.0,8.7,6.0,,,"Salamanca, Madrid","One-Bedroom Apartment
1 full bed
Free cancellation"
T-Homes Salamanca,838.0,9.0,852.0,3.0,squares,"Tetuan, Madrid","Standard Apartment
Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 25m²
1 full bed
Free cancellation"
MintyStay - Divino Pastor,815.0,7.3,31.0,3.0,squares,"Madrid City Center, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 40m²
2 beds (1 full, 1 sofa bed)
Free cancellation"
4Torres Homes - Carmen,789.0,9.1,49.0,3.0,squares,"Fuencarral-El Pardo, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 42m²
2 beds (1 full, 1 sofa bed)
Free cancellation"
Exe Plaza,1002.0,8.7,6185.0,4.0,stars,"Tetuan, Madrid","Double or Twin Room
Beds: 1 double or 2 twins"
Modern and cozy- 1 Bedroom 1 Bathroom -Lavapiés,861.0,8.4,35.0,3.0,squares,"Madrid City Center, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 55m²
2 beds (1 full, 1 sofa bed)
Free cancellation"
BYPILLOW Velázquez 45,1188.0,8.6,4362.0,3.0,stars,"Salamanca, Madrid","Double Room
1 full bed
Free cancellation"
Hotel Nido Príncipe Pío,1041.0,7.6,29.0,3.0,stars,"Moncloa-Aravaca, Madrid","Studio Apartment
Entire studio • 1 bathroom • 20m²
1 king bed
Breakfast included"
Catalonia Plaza Mayor,1440.0,9.0,4052.0,4.0,stars,"Madrid City Center, Madrid","Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation
No prepayment needed – pay at the property"
Soho Loft estilo industrial céntrico,829.0,9.0,4.0,,,"Moncloa-Aravaca, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 25m²
1 full bed
Free cancellation"
Designer Apartment 3,1325.0,9.6,26.0,,,"Chamartín, Madrid","Apartment
2 beds (1 sofa bed, 1 queen)
Free cancellation"
Catalonia Goya,1510.0,8.9,2532.0,4.0,stars,"Salamanca, Madrid","Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation
No prepayment needed – pay at the property"
JC Rooms Santo Domingo,818.0,7.9,4166.0,3.0,stars,"Madrid City Center, Madrid","Executive Double or Twin Room
Beds: 1 double or 2 twins
Only 4 rooms left at this price on our site"
Urban Inn Madrid,316.0,7.3,138.0,,,"Madrid City Center, Madrid","Habitación compartida cápsula doble
1 full bed"
"MyHouseSpain - Sor Angela, tranquilo y luminoso B",872.0,8.2,13.0,,,"Tetuan, Madrid","Two-Bedroom Apartment
2 full beds
Free cancellation"
Roisa Hostal Boutique,774.0,8.0,4333.0,3.0,squares,"Chamartín, Madrid","Economy Double Room
1 full bed
Only 3 rooms left at this price on our site"
Apartamentos Madrid Connection - Universidad by Oshun Apartments,593.0,7.7,74.0,3.0,squares,"Tetuan, Madrid","Studio Apartment
Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 30m²
1 full bed
Only 1 left at this price on our site"
Preciados,1525.0,8.9,4172.0,4.0,stars,"Madrid City Center, Madrid","Deluxe Double Room
1 queen bed
Free cancellation
Only 2 rooms left at this price on our site"
Prado Rooms 46 - Darya Living,849.0,7.9,610.0,3.0,squares,"Madrid City Center, Madrid","Double Room
1 full bed
Free cancellation
Only 1 room left at this price on our site"
Exe Moncloa,1144.0,8.3,5326.0,4.0,stars,"Chamberi, Madrid","Double or Twin Room
Beds: 1 double or 2 twins"
One Shot Luchana,1094.0,7.9,1194.0,4.0,stars,"Chamberi, Madrid","Standard Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation
Only 5 rooms left at this price on our site"
Estudio RetiroIbiza II,898.0,8.2,18.0,3.0,squares,"Retiro, Madrid","Apartment
Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 30m²
1 full bed
Free cancellation"
SUITES YOU Zinc,876.0,7.9,526.0,3.0,squares,"Madrid City Center, Madrid","Standard Studio (2 Adults)
Entire studio • 1 bathroom • 1 kitchen • 25m²
2 twin beds
Only 1 left at this price on our site"
Ilunion Suites Madrid,1026.0,8.5,7767.0,4.0,stars,"Chamartín, Madrid","Standard Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation"
Cozy studio in Tetuan - EN 1/9,735.0,8.3,23.0,,,"Tetuan, Madrid","Studio Apartment
Entire apartment • 1 bedroom • 1 bathroom
1 full bed
Free cancellation"
Edificio Leganitos,1070.0,8.1,2051.0,3.0,squares,"Madrid City Center, Madrid","Deluxe Queen Room
1 full bed
Free cancellation
Only 1 room left at this price on our site"
Dobo Homes - CR33,694.0,8.3,78.0,3.0,squares,"Chamartín, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 25m²
1 full bed
Free cancellation
Only 1 left at this price on our site"
Hotel Santo Domingo,1189.0,7.6,5417.0,4.0,stars,"Madrid City Center, Madrid","Small Double Room
1 full bed
Free cancellation"
Sercotel Togumar,1030.0,8.4,3094.0,3.0,stars,"Chamartín, Madrid","Standard Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 25m²
2 twin beds
Free cancellation"
ITC Mora by Soho Boutique,928.0,7.8,4658.0,2.0,stars,"Madrid City Center, Madrid","Partner offer option
1 full bed
Breakfast included
Free cancellation"
Apartamentos Las Torres,924.0,8.7,1191.0,3.0,squares,"Tetuan, Madrid","Studio
Entire studio • 1 bathroom • 35m²
1 full bed
Free cancellation
Only 3 left at this price on our site"
JC Rooms Santa Ana,788.0,8.0,2232.0,3.0,stars,"Madrid City Center, Madrid","Double or Twin Room
Beds: 1 double or 2 twins
Only 3 rooms left at this price on our site"
Vincci Soma,1746.0,8.2,6172.0,4.0,stars,"Salamanca, Madrid","Double or Twin Room (1-2 Adults)
Beds: 1 double or 2 twins
Free cancellation"
Travelodge Madrid Metropolitano,561.0,8.3,5111.0,1.0,stars,"San Blas, Madrid","Double Room
1 full bed"
Avani Alonso Martinez Madrid hotel -previously NH Alonso Martinez,1281.0,8.6,1504.0,4.0,stars,"Chamberi, Madrid","Avani Room
Beds: 1 double or 2 twins"
Chueca Modern Apartment,1137.0,8.9,141.0,3.0,squares,"Madrid City Center, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 60m²
2 beds (1 full, 1 sofa bed)
Free cancellation
Only 3 left at this price on our site"
Stunning Penthouse in Tetuan for 4 pax - Coruña,870.0,9.0,3.0,,,"Tetuan, Madrid","One-Bedroom Apartment
2 beds (1 sofa bed, 1 queen)
Free cancellation"
Ola Living Hostal Tetuan,646.0,8.3,228.0,,,"Moncloa-Aravaca, Madrid","Double Room
1 full bed
Only 2 rooms left at this price on our site"
Hotel Regina,1739.0,9.3,7058.0,4.0,stars,"Madrid City Center, Madrid","Double Room
Breakfast included
Free cancellation"
NH Collection Madrid Abascal,1295.0,8.8,2680.0,4.0,stars,"Chamberi, Madrid","Superior Double or Twin Room
Beds: 1 double or 2 twins"
Horoko Apartments by Gaiarooms,823.0,8.1,784.0,3.0,squares,"Tetuan, Madrid","Studio Apartment
Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 32m²
2 beds (1 full, 1 sofa bed)
Free cancellation
Only 2 left at this price on our site"
Hotel Mirador de Chamartín,914.0,8.4,3294.0,4.0,stars,"Ciudad Lineal, Madrid","Deluxe Double Room
Beds: 1 double or 2 twins
Breakfast included
Free cancellation"
Blume Cruz Suites,1171.0,9.1,1442.0,4.0,squares,"Madrid City Center, Madrid","Standard Studio
Entire studio • 1 bathroom • 1 kitchen • 28m²
2 twin beds
Only 5 left at this price on our site"
Hostal Escala Suites,891.0,8.1,4844.0,,,"Hortaleza, Madrid","Double Room with Bath
1 queen bed
Free cancellation
Only 1 room left at this price on our site"
Hotel Sardinero Madrid,1270.0,9.0,2034.0,4.0,stars,"Chamberi, Madrid","Standard Double or Twin Room
Beds: 1 double or 2 twins
Only 1 room left at this price on our site"
Barceló Torre de Madrid,1266.0,8.9,2822.0,5.0,stars,"Moncloa-Aravaca, Madrid","Deluxe Room
Multiple bed types
Only 5 rooms left at this price on our site"
Sunny n quiet Penthouse in the center.Ático centro,878.0,8.3,13.0,,,"Madrid City Center, Madrid","Studio
Entire studio • 1 bathroom
2 beds (1 full, 1 sofa bed)
Free cancellation"
Sercotel Alcalá 611,915.0,8.5,3983.0,4.0,stars,"San Blas, Madrid","Twin Room
2 twin beds
Free cancellation"
Hostal Inn Madrid,1337.0,8.4,2784.0,3.0,squares,"Madrid City Center, Madrid","Garret Double Room
1 full bed
Free cancellation
No prepayment needed – pay at the property
Only 1 room left at this price on our site"
Hostal 4C Cuatro Caminos,655.0,8.3,2075.0,3.0,stars,"Tetuan, Madrid","Double Room
1 full bed
Free cancellation"
UMusic Hotel Madrid,1893.0,8.8,3184.0,5.0,stars,"Madrid City Center, Madrid","Ultimate Guest Room
1 king bed
Free cancellation
Only 5 rooms left at this price on our site"
NH Madrid Zurbano,1252.0,8.4,3681.0,4.0,stars,"Chamberi, Madrid","Standard Double or Twin Room
Beds: 1 double or 2 twins"
Hostal Oriente,902.0,8.5,2756.0,3.0,stars,"Madrid City Center, Madrid","Budget Double Room
1 full bed
Free cancellation
No prepayment needed – pay at the property
Only 4 rooms left at this price on our site"
H-A Aparthotel Hotel Quo,908.0,8.2,2960.0,3.0,squares,"Salamanca, Madrid","Standard Double Room
1 full bed
Free cancellation"
ARTIEM Madrid,933.0,9.4,1974.0,4.0,stars,"Ciudad Lineal, Madrid","Standard Double or Twin Room
Beds: 1 double or 2 twins
Only 1 room left at this price on our site"
UVE Marcenado,929.0,9.2,4728.0,3.0,stars,"Chamartín, Madrid","King Room
1 king bed
Free cancellation
Only 5 rooms left at this price on our site"
Travesia de las Beatas,793.0,7.4,38.0,,,"Madrid City Center, Madrid","One-Bedroom Apartment
Entire apartment • 1 bathroom • 1 kitchen • 45m²
Free cancellation"
4Torres Homes - Sofía,772.0,8.5,58.0,3.0,squares,"Fuencarral-El Pardo, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 35m²
2 beds (1 full, 1 sofa bed)
Free cancellation"
L&H La Latina Selection,1181.0,8.8,2810.0,3.0,squares,"Madrid City Center, Madrid","Superior Double Room
1 full bed
Free cancellation"
