hotel_name,price_euros,rating,num_reviews,quality_over_5,quality_type,neighborhood,description
Catalonia Atocha,1470.0,8.8,6005.0,4.0,stars,"Madrid City Center, Madrid","Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation
No prepayment needed – pay at the property
Only 6 rooms left at this price on our site"
AC Hotel Avenida de América by Marriott,1247.0,8.8,2988.0,3.0,stars,"Salamanca, Madrid","Queen Room
1 queen bed
Free cancellation
No prepayment needed – pay at the property"
Elba Madrid Alcalá,1158.0,8.9,8241.0,4.0,stars,"San Blas, Madrid","Superior Double Room
Beds: 1 double or 2 twins
Free cancellation
No prepayment needed – pay at the property"
Apartamentos Recoletos,936.0,7.6,7167.0,3.0,stars,"Salamanca, Madrid","Double or Twin Room
Beds: 1 double or 2 twins"
Madrid Rio Manzanares,748.0,9.2,5.0,3.0,squares,"Latina, Madrid","One-Bedroom Apartment
1 full bed"
Plaza Mayor Suites & Apartments,1306.0,8.9,3763.0,3.0,squares,"Madrid City Center, Madrid","Apartment
Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 25m²
1 full bed
Free cancellation
Only 2 left at this price on our site"
Espahotel Plaza Basílica,1036.0,8.5,1398.0,3.0,stars,"Tetuan, Madrid","Studio (2 Adults)
Entire studio • 1 bathroom • 1 kitchen • 20m²
1 full bed
Free cancellation
Only 2 left at this price on our site"
Ilunion Alcalá Norte,929.0,8.9,14927.0,4.0,stars,"San Blas, Madrid","Double or Twin Room
Multiple bed types
Free cancellation"
Agora Juan de Austria,1128.0,8.4,3960.0,4.0,stars,"Chamberi, Madrid","Double Room
1 full bed
Free cancellation"
Hostal New Dream Madrid,705.0,7.9,2558.0,,,"Madrid City Center, Madrid","Interior Double Room with Private Bathroom
1 full bed
Only 1 room left at this price on our site"
Estudio acogedor en zona norte,723.0,9.2,30.0,3.0,squares,"Tetuan, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 25m²
1 full bed
Free cancellation"
Exe Plaza,976.0,8.7,6185.0,4.0,stars,"Tetuan, Madrid","Double or Twin Room
Beds: 1 double or 2 twins"
Hostal Don Alfonso,1071.0,8.8,1451.0,2.0,stars,"Madrid City Center, Madrid","Twin Room
2 twin beds
Free cancellation
No prepayment needed – pay at the property
Only 1 room left at this price on our site"
JC Rooms Santo Domingo,920.0,7.9,4166.0,3.0,stars,"Madrid City Center, Madrid","Executive Double or Twin Room
Beds: 1 double or 2 twins"
Hotel Nido Príncipe Pío,1127.0,7.6,29.0,3.0,stars,"Moncloa-Aravaca, Madrid","Studio Apartment
Entire studio • 1 bathroom • 20m²
1 king bed
Breakfast included"
I'M Room Suites Nuevos Ministerios - Bernabeu 'Digital Access',992.0,9.0,798.0,4.0,stars,"Tetuan, Madrid","Double Room with Private Bathroom
1 full bed
Free cancellation"
ITC Mora by Soho Boutique,979.0,7.8,4658.0,2.0,stars,"Madrid City Center, Madrid","Partner offer option
1 full bed
Breakfast included
Free cancellation"
LA CANTUEÑA,390.0,7.7,1130.0,3.0,stars,Madrid,"Double or Twin Room
2 twin beds"
One Shot Fortuny,1369.0,8.2,1475.0,4.0,stars,"Chamberi, Madrid","Standard Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation"
Catalonia El Retiro,1053.0,8.9,2960.0,4.0,stars,"Retiro, Madrid","Standard Double or Twin Room
Beds: 1 double or 2 twins"
Dormirdcine,937.0,8.7,2620.0,4.0,stars,"Salamanca, Madrid","Double or Twin Room
Beds: 1 double or 2 twins"
Hotel Princesa Plaza Madrid,1528.0,8.2,10382.0,4.0,stars,"Madrid City Center, Madrid","Superior King Room
1 king bed
Free cancellation"
Hotel Madrid Río,735.0,7.3,8746.0,2.0,stars,"Usera, Madrid","Double or Twin Room
1 full bed
Free cancellation"
T-Homes Salamanca,855.0,9.0,852.0,3.0,squares,"Tetuan, Madrid","Standard Apartment
Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 25m²
1 full bed
Free cancellation"
4Torres Homes - Carmen,837.0,9.1,49.0,3.0,squares,"Fuencarral-El Pardo, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 42m²
2 beds (1 full, 1 sofa bed)
Free cancellation"
Bright MINI STUDIO in the Historic Center,825.0,8.4,12.0,3.0,squares,"Madrid City Center, Madrid","Studio
Entire studio • 1 bathroom • 1 kitchen • 20m²
1 full bed
Only 1 left at this price on our site"
Alianza Suites,697.0,9.2,830.0,3.0,squares,"Villaverde, Madrid","King Studio with Sofa Bed
Entire studio • 1 bathroom • 1 kitchen • 28m²
1 queen bed
Free cancellation"
Oasis ii: lujo a pasos del prado,1124.0,7.7,26.0,3.0,squares,"Madrid City Center, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 40m²
2 beds (1 full, 1 sofa bed)"
Hotel Santo Domingo,1238.0,7.6,5417.0,4.0,stars,"Madrid City Center, Madrid","Small Double Room
1 full bed
Free cancellation"
Dobo Homes - PA4,702.0,7.9,121.0,3.0,squares,"Chamartín, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom
1 full bed
Free cancellation
Only 2 left at this price on our site"
Gran Central Suites,1103.0,8.0,3248.0,3.0,squares,"Madrid City Center, Madrid","One-Bedroom Family Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 28m²
2 beds (1 full, 1 sofa bed)
Free cancellation
Only 6 left at this price on our site"
Apartamentos Las Torres,924.0,8.7,1191.0,3.0,squares,"Tetuan, Madrid","Studio
Entire studio • 1 bathroom • 35m²
1 full bed
Free cancellation
Only 6 left at this price on our site"
Designer Apartment 3,1325.0,9.6,26.0,,,"Chamartín, Madrid","Apartment
2 beds (1 sofa bed, 1 queen)
Free cancellation"
T-Homes - Cuenca,838.0,9.1,1072.0,3.0,squares,"Tetuan, Madrid","Studio
Entire studio • 1 bathroom • 25m²
1 full bed
Free cancellation"
THC Tirso Molina Hostel,1009.0,8.7,2227.0,,,"Madrid City Center, Madrid","Double Room
1 full bed
Free cancellation
No prepayment needed – pay at the property"
JES Apartment A Nuevos Ministerios,1062.0,8.9,32.0,4.0,squares,"Tetuan, Madrid","Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 37m²
2 beds (1 full, 1 sofa bed)
Free cancellation"
JC Rooms Santa Ana,914.0,8.0,2232.0,3.0,stars,"Madrid City Center, Madrid","Double or Twin Room
Beds: 1 double or 2 twins"
Hostal Barrera,1023.0,8.8,1958.0,2.0,stars,"Madrid City Center, Madrid","Superior Twin Room
2 twin beds
Free cancellation
Only 1 room left at this price on our site"
Catalonia Puerta del Sol,1700.0,8.9,2852.0,4.0,stars,"Madrid City Center, Madrid","Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation
No prepayment needed – pay at the property"
BHost - Ferraz 74,1224.0,8.2,289.0,3.0,squares,"Moncloa-Aravaca, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 40m²
1 full bed
Only 1 left at this price on our site"
Cuatro Caminos Apartment,915.0,9.3,32.0,3.0,squares,"Tetuan, Madrid","One-Bedroom Apartment
2 beds (1 full, 1 sofa bed)
Free cancellation"
"Precioso estudio en Barajas, a un paso del Metro",652.0,9.6,41.0,3.0,squares,"Barajas, Madrid","One-Bedroom Apartment
1 full bed
Free cancellation"
Hotelito Boutique Madrid Puente Vallecas,819.0,8.7,32.0,3.0,squares,"Puente de Vallecas, Madrid","Studio
Entire studio • 1 bathroom • 1 kitchen • 21m²
1 full bed
Free cancellation
Only 5 left at this price on our site"
Catalonia Gran Vía Madrid,1610.0,8.7,6806.0,4.0,stars,"Madrid City Center, Madrid","Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation
No prepayment needed – pay at the property"
Hostal Centro Sol Madrid,891.0,8.8,2041.0,3.0,squares,"Madrid City Center, Madrid","Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation"
Ilunion Pio XII,906.0,8.7,11847.0,4.0,stars,"Chamartín, Madrid","Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation"
One Shot Luchana,1168.0,7.9,1194.0,4.0,stars,"Chamberi, Madrid","Standard Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation"
Estudio RetiroIbiza I,1014.0,7.7,29.0,3.0,squares,"Retiro, Madrid","King Studio with Sofa Bed
Entire studio • 1 bathroom • 1 kitchen • 30m²
1 full bed
Free cancellation"
Apartamentos Goya 75,840.0,6.5,1568.0,3.0,squares,"Salamanca, Madrid","Studio
Entire studio • 1 bathroom • 1 kitchen • 25m²
2 twin beds
Free cancellation
No prepayment needed – pay at the property
Only 1 left at this price on our site"
One Shot Prado,1147.0,7.9,2585.0,3.0,stars,"Madrid City Center, Madrid","Economy Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation"
Estudio RetiroIbiza II,1014.0,8.2,18.0,3.0,squares,"Retiro, Madrid","Apartment
Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 30m²
1 full bed
Free cancellation"
Exe Moncloa,1222.0,8.3,5326.0,4.0,stars,"Chamberi, Madrid","Double or Twin Room
Beds: 1 double or 2 twins"
Sercotel Togumar,1137.0,8.4,3094.0,3.0,stars,"Chamartín, Madrid","Standard Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 25m²
2 twin beds
Free cancellation"
AC Hotel Carlton Madrid by Marriott,1391.0,8.8,1147.0,4.0,stars,"Arganzuela, Madrid","Standard Queen Room, Guest room, 1 Queen
1 full bed
Free cancellation
No prepayment needed – pay at the property
Only 5 rooms left at this price on our site"
Tribu Malasaña,1225.0,9.0,1194.0,4.0,squares,"Madrid City Center, Madrid","Superior Deluxe Double or Twin Room
Beds: 1 double or 2 twins"
Cozy Apartment Salamanca Neighborhood,1228.0,8.0,30.0,3.0,squares,"Salamanca, Madrid","Apartment
Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 30m²
1 full bed
Free cancellation
Only 1 left at this price on our site"
Funway Academic Resort,830.0,7.6,2022.0,3.0,squares,"Tetuan, Madrid","Double Room with Private Bathroom
1 full bed
Free cancellation"
Apartamentos Juan Bravo,913.0,8.4,7328.0,3.0,squares,"Salamanca, Madrid","Standard Studio
Entire studio • 1 bathroom • 1 kitchen • 20m²
2 twin beds
Free cancellation
Only 7 left at this price on our site"
JC Rooms Chueca,967.0,8.2,3111.0,3.0,stars,"Madrid City Center, Madrid","Deluxe Double or Twin Room
Beds: 1 double or 2 twins"
Apartamentos Cuatro Caminos,957.0,8.5,64.0,3.0,squares,"Tetuan, Madrid","Superior Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 45m²
1 full bed
Free cancellation
Only 1 left at this price on our site"
Globales Acis y Galatea,932.0,7.9,3498.0,3.0,stars,"Hortaleza, Madrid","Room Assigned on Arrival
1 full bed
Breakfast included
Free cancellation"
Sercotel Gran Hotel Conde Duque,1419.0,8.4,4080.0,4.0,stars,"Chamberi, Madrid","Double Room
1 full bed
Free cancellation"
Porcel Torre Garden,759.0,8.5,2917.0,3.0,stars,"Ciudad Lineal, Madrid","Double or Twin Room
Beds: 1 double or 2 twins
Only 3 rooms left at this price on our site"
4C Bravo Murillo,780.0,8.2,5764.0,2.0,stars,"Tetuan, Madrid","Double Room
1 full bed
Free cancellation"
Dobo Homes - HOR7,821.0,8.7,255.0,3.0,squares,"Chamartín, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 21m²
1 full bed
Free cancellation
Only 3 left at this price on our site"
Hostal Sun Gate,1216.0,9.1,445.0,2.0,stars,"Madrid City Center, Madrid","Economy Double Room
1 full bed
Free cancellation
Only 1 room left at this price on our site"
Boutique Urban Madrid Génova,807.0,6.9,4564.0,3.0,squares,"Chamberi, Madrid","Superior Double Room
2 twin beds"
Madrid Cozy & Minimal Seasonal,555.0,,,,,"Tetuan, Madrid","Two-Bedroom Apartment
Entire apartment • 2 bedrooms • 1 bathroom • 1 kitchen • 50m²
2 beds (1 twin, 1 full)
Free cancellation"
Preciados,1760.0,8.9,4172.0,4.0,stars,"Madrid City Center, Madrid","Deluxe Double Room
1 queen bed
Free cancellation
Only 4 rooms left at this price on our site"
Roisa Hostal Boutique,973.0,8.0,4333.0,3.0,squares,"Chamartín, Madrid","Economy Double Room
1 full bed
Only 3 rooms left at this price on our site"
Apartamento Luna - SOLO ADULTOS,1128.0,8.7,33.0,3.0,squares,"Chamberi, Madrid","Loft
Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 22m²
2 twin beds
Free cancellation
Only 2 left at this price on our site"
Exe Madrid Norte,733.0,8.6,3909.0,4.0,stars,"Hortaleza, Madrid","Double Room
1 queen bed
Only 7 rooms left at this price on our site"
Claridge Madrid,1341.0,8.7,3756.0,4.0,stars,"Retiro, Madrid","Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation"
Hotel Liabeny,1526.0,8.9,9208.0,4.0,stars,"Madrid City Center, Madrid","Deluxe Double Room with King Bed
1 king bed
Breakfast included"
Hostal Evoke Madrid,1046.0,9.0,2603.0,3.0,squares,"Madrid City Center, Madrid","Budget Double Room
1 full bed
Free cancellation
Only 3 rooms left at this price on our site"
Hostal Oriente,1118.0,8.5,2756.0,3.0,stars,"Madrid City Center, Madrid","Standard Double Room
1 full bed
Free cancellation
No prepayment needed – pay at the property
Only 2 rooms left at this price on our site"
Eco Via Lusitana,795.0,8.2,3825.0,3.0,stars,"Carabanchel, Madrid","Twin Room
2 twin beds"
Hotel BESTPRICE Alcalá,766.0,9.1,7775.0,1.0,stars,"San Blas, Madrid","Deluxe Double or Twin Room
Multiple bed types
Only 3 rooms left at this price on our site"
Hotel Mirador de Chamartín,997.0,8.4,3294.0,4.0,stars,"Ciudad Lineal, Madrid","Deluxe Double Room
Beds: 1 double or 2 twins
Breakfast included
Free cancellation"
Hostal Arrate,837.0,7.9,1946.0,2.0,stars,"Chamberi, Madrid","Twin Room with Private Bathroom
2 twin beds
Free cancellation
No prepayment needed – pay at the property
Only 2 rooms left at this price on our site"
Hotel Moderno Puerta del Sol,1615.0,8.8,7426.0,3.0,stars,"Madrid City Center, Madrid","Double or Twin Room with Terrace
Beds: 1 double or 2 twins
Free cancellation
Only 1 room left at this price on our site"
Pensión Numancia,699.0,9.0,756.0,1.0,stars,"Chamberi, Madrid","Double or Twin Room with Shared Bathroom
Beds: 1 double or 2 twins
Only 1 room left at this price on our site"
Jardines Boutique,1173.0,7.6,1472.0,3.0,stars,"Madrid City Center, Madrid","Deluxe Double Room
1 king bed
Free cancellation
Only 4 rooms left at this price on our site"
Porcel Ganivet,1104.0,8.8,4345.0,3.0,stars,"Madrid City Center, Madrid","Double or Twin Room
2 twin beds
Only 7 rooms left at this price on our site"
FR85 Apartment,1004.0,8.6,90.0,3.0,squares,"Chamberi, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom
1 full bed
Free cancellation
Only 2 left at this price on our site"
BYPILLOW Velázquez 45,1504.0,8.6,4362.0,3.0,stars,"Salamanca, Madrid","Double Room
1 full bed
Free cancellation"
Hostal Lauria,1165.0,9.2,4278.0,2.0,stars,"Madrid City Center, Madrid","Double Room
1 full bed
Only 2 rooms left at this price on our site"
"Holiday Inn Express - Madrid - Airport, an IHG Hotel",795.0,8.8,5035.0,3.0,stars,"San Blas, Madrid","Standard Queen Room
1 queen bed
Breakfast included"
Luze Castellana,982.0,8.4,3457.0,3.0,stars,"Tetuan, Madrid","Double or Twin Room
Multiple bed types
Free cancellation"
Eurostars Monte Real,857.0,8.7,2576.0,4.0,stars,"Fuencarral-El Pardo, Madrid","Double Room
Beds: 1 double or 2 twins"
AngelitoMAD,994.0,7.2,572.0,3.0,squares,"Moncloa-Aravaca, Madrid","Double Room
1 full bed
Free cancellation
Only 1 room left at this price on our site"
Turísticos Cuenca 3,835.0,7.8,427.0,3.0,squares,"Tetuan, Madrid","Studio
Entire studio • 1 bathroom • 1 kitchen • 30m²
2 beds (1 full, 1 sofa bed)
Free cancellation
Only 1 left at this price on our site"
Espahotel Plaza de España,1440.0,7.8,3649.0,3.0,stars,"Madrid City Center, Madrid","Premium Double Room
Multiple bed types
Free cancellation"
Refurnished One-bedroom Las Letras,1283.0,8.7,9.0,4.0,squares,"Madrid City Center, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 kitchen • 50m²
2 beds (1 full, 1 sofa bed)
Free cancellation"
SUITES YOU Soho,855.0,7.5,1353.0,3.0,squares,"Madrid City Center, Madrid","Double Room
1 full bed
Only 2 rooms left at this price on our site"
AC Hotel Atocha by Marriott,1455.0,8.7,1386.0,4.0,stars,"Arganzuela, Madrid","Standard King Room
1 king bed"
Hostal Art Madrid,1117.0,8.9,3366.0,3.0,squares,"Madrid City Center, Madrid","Double Interior Room
1 full bed
Free cancellation
Only 3 rooms left at this price on our site"
Motel One Madrid-Plaza de España,1263.0,8.8,3295.0,4.0,stars,"Moncloa-Aravaca, Madrid","Standard King Room
1 queen bed"
Dobo Homes - VN17,727.0,8.0,70.0,3.0,squares,"Ciudad Lineal, Madrid","Studio
Entire studio • 1 bathroom • 14m²
1 full bed
Free cancellation
Only 2 left at this price on our site"
Room Plaza España,1126.0,8.6,1818.0,3.0,squares,"Madrid City Center, Madrid","Double Room
1 full bed
Only 7 rooms left at this price on our site"
UVE Marcenado,1114.0,9.2,4728.0,3.0,stars,"Chamartín, Madrid","King Room
1 king bed
Free cancellation
Only 4 rooms left at this price on our site"
Titanic Dreams,658.0,7.1,202.0,3.0,squares,"Ciudad Lineal, Madrid","Standard Studio
Entire studio • 1 bathroom • 14m²
1 full bed
Free cancellation
Only 1 left at this price on our site"
Sercotel Madrid Aeropuerto,1052.0,8.5,4819.0,4.0,stars,"Barajas, Madrid","Standard Double Room
1 full bed
Free cancellation"
Hostal Abel Victoriano,1049.0,7.8,3175.0,,,"Madrid City Center, Madrid","Double Room
1 full bed
Free cancellation
No prepayment needed – pay at the property
Only 2 rooms left at this price on our site"
Inmejorable Ubicación en Madrid,1024.0,7.2,442.0,3.0,squares,"Salamanca, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 25m²
1 queen bed
Free cancellation
Only 1 left at this price on our site"
Ilunion Atrium,1170.0,8.5,8949.0,4.0,stars,"Ciudad Lineal, Madrid","Double or Twin Room
Multiple bed types
Free cancellation"
1 bedroom 1 bathroom furnished - Chamberi - Cozy - MintyStay,1093.0,8.1,11.0,3.0,squares,"Chamberi, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 45m²
2 beds (1 full, 1 sofa bed)
Free cancellation"
Piso climatizado y parking,700.0,9.2,54.0,3.0,squares,"Vicálvaro, Madrid","Two-Bedroom Apartment
5 beds (4 twins, 1 sofa bed)
Free cancellation"
Apartamento Centro de Madrid Plaza Mayor JH,1110.0,8.2,57.0,3.0,squares,"Madrid City Center, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 39m²
2 beds (1 full, 1 sofa bed)
Free cancellation"
Catalonia Goya,1880.0,8.9,2532.0,4.0,stars,"Salamanca, Madrid","Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation
No prepayment needed – pay at the property"
Apartamentos Gravina,1036.0,9.1,21.0,3.0,squares,"Madrid City Center, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 20m²
1 full bed
Free cancellation
Only 3 left at this price on our site"
AZCA-Bernabéu Apartments,909.0,9.1,51.0,3.0,squares,"Tetuan, Madrid","Suite
Private suite • 1 bedroom • 1 living room • 1 bathroom • 38m²
2 beds (1 full, 1 sofa bed)
Only 1 left at this price on our site"
Travelodge Madrid Metropolitano,673.0,8.3,5111.0,1.0,stars,"San Blas, Madrid","Double Room
1 full bed"
Hostal Jemasaca-Palma61,783.0,6.9,2528.0,3.0,squares,"Madrid City Center, Madrid","Double Room
1 full bed"
Eurostars Casa de la Lírica,1352.0,8.6,3441.0,4.0,stars,"Madrid City Center, Madrid","Double or Twin Room
Beds: 1 double or 2 twins
Only 5 rooms left at this price on our site"
Ibis Styles Madrid City Las Ventas,1120.0,8.6,3771.0,4.0,stars,"Ciudad Lineal, Madrid","Standard Twin Room
2 twin beds
Only 7 rooms left at this price on our site"
UMusic Hotel Madrid,2245.0,8.8,3184.0,5.0,stars,"Madrid City Center, Madrid","Deluxe City View
1 queen bed
Free cancellation"
NH Madrid Ventas,1204.0,8.6,4483.0,4.0,stars,"Salamanca, Madrid","Standard Double or Twin Room
Beds: 1 double or 2 twins"
Eurostars Madrid Gran Vía,1223.0,8.7,3302.0,4.0,stars,"Madrid City Center, Madrid","Double Room
Beds: 1 double or 2 twins"
Vázquez de Mella Gran Vía,926.0,8.2,2263.0,2.0,stars,"Madrid City Center, Madrid","Double or Twin Room
Beds: 1 double or 2 twins"
Live it Madrid Gran Vía,584.0,6.9,698.0,,,"Madrid City Center, Madrid","Standard Double Room with Shared Bathroom
1 full bed"
Hostal Adis,1199.0,8.4,2528.0,3.0,squares,"Madrid City Center, Madrid","Small Double Room
1 full bed
Free cancellation
Only 1 room left at this price on our site"
7 Islas Hotel,1422.0,8.8,4865.0,4.0,stars,"Madrid City Center, Madrid","Double or Twin Room
2 twin beds"
MintyStay - Conde de Miranda,1120.0,8.1,26.0,3.0,squares,"Madrid City Center, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 2 bathrooms • 1 kitchen • 65m²
2 beds (1 twin, 1 full)
Free cancellation"
NH Madrid Zurbano,1431.0,8.4,3681.0,4.0,stars,"Chamberi, Madrid","Standard Double or Twin Room
Beds: 1 double or 2 twins"
Hostal La Nava,755.0,8.2,3066.0,1.0,stars,"Salamanca, Madrid","Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation"
Petit Palace Arturo Soria Alcalá,1196.0,8.7,2396.0,4.0,stars,"Ciudad Lineal, Madrid","Double or Twin Room (1-2 Adults)
Beds: 1 double or 2 twins
Breakfast included"
BYPILLOW Crosstown,1325.0,8.7,3490.0,3.0,stars,"Madrid City Center, Madrid","Economy Double Room
1 full bed
Only 2 rooms left at this price on our site"
NH Collection Madrid Abascal,1454.0,8.8,2680.0,4.0,stars,"Chamberi, Madrid","Superior Double or Twin Room
Beds: 1 double or 2 twins"
"Bautiful and centrally located, Cuzco-Bernabeu",955.0,9.2,22.0,3.0,squares,"Tetuan, Madrid","One-Bedroom Apartment
2 beds (1 full, 1 sofa bed)
Free cancellation"
Petit Palace President Castellana,1407.0,7.5,4047.0,4.0,stars,"Salamanca, Madrid","Double Room (1 - 2 Adults)
Beds: 1 double or 2 twins"
Apartament JES B close to Bernabeu stadium,1062.0,8.9,36.0,3.0,squares,"Tetuan, Madrid","Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 37m²
2 beds (1 full, 1 sofa bed)
Free cancellation"
Bob W Chueca,1083.0,8.8,1822.0,3.0,squares,"Madrid City Center, Madrid","Apartment
Entire apartment • 1 bedroom • 1 bathroom • 15m²
1 full bed
Only 7 left at this price on our site"
Apartamento céntrico en chueca,733.0,6.9,48.0,3.0,squares,"Madrid City Center, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 40m²
2 beds (1 full, 1 sofa bed)
Free cancellation"
Vincci Soma,1884.0,8.2,6172.0,4.0,stars,"Salamanca, Madrid","Double or Twin Room (1-2 Adults)
Beds: 1 double or 2 twins
Free cancellation
No prepayment needed – pay at the property"
Petit Palace Triball,1522.0,8.7,2993.0,3.0,stars,"Madrid City Center, Madrid","Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation"
Plaza Mayor II,1084.0,8.0,72.0,,,"Madrid City Center, Madrid","Studio Apartment
1 full bed
Only 1 left at this price on our site"
Pierre & Vacances Apartamentos Edificio Eurobuilding 2,958.0,8.6,2111.0,4.0,squares,"Tetuan, Madrid","One-Bedroom Apartment (2 People)
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 42m²
2 twin beds"
Eurostars Central,1260.0,8.4,4931.0,4.0,stars,"Madrid City Center, Madrid","Double or Twin Room
Beds: 1 double or 2 twins"
