hotel_name,price_euros,rating,num_reviews,quality_over_5,quality_type,neighborhood,description
Tendency Apartments 5,4125.0,7.9,147.0,3.0,squares,"Eixample, Barcelona","Two bedroom apartment 1
Entire apartment • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 50m²
3 beds (1 sofa bed, 2 queens)
Free cancellation
Only 1 left at this price on our site"
Leonardo Boutique Hotel Barcelona Sagrada Familia,1745.0,8.7,2615.0,3.0,stars,"Sant Martí, Barcelona","Comfort Double or Twin Room
Beds: 1 double or 2 twins
Only 2 rooms left at this price on our site"
1208 - EXCLUSIVE DESIGN APARTMENT,4617.0,8.1,53.0,4.0,squares,"Eixample, Barcelona","Two-Bedroom Apartment
Entire apartment • 2 bedrooms • 2 bathrooms • 90m²
2 full beds
Free cancellation"
Pensión Villanueva,1511.0,7.2,2300.0,2.0,stars,"Ciutat Vella, Barcelona","Double or Twin Room with Private Bathroom and View
Beds: 1 double or 2 twins
Only 1 room left at this price on our site"
Tendency Apartments 6,3768.0,8.0,130.0,3.0,squares,"Eixample, Barcelona","Two-Bedroom Apartment 3- Diputacion 317
Entire apartment • 2 bedrooms • 1 bathroom • 1 kitchen • 60m²
3 beds (2 twins, 1 queen)
Free cancellation
Only 1 left at this price on our site"
Barcelonaforrent Tucson Suites,4529.0,7.5,20.0,4.0,squares,"Eixample, Barcelona","Three-Bedroom Apartment
Entire apartment • 3 bedrooms • 1 living room • 2 bathrooms • 75m²
4 beds (3 twins, 1 full)
Free cancellation
Only 1 left at this price on our site"
SERHS Carlit Boutique Hotel,2138.0,8.5,1251.0,3.0,stars,"Eixample, Barcelona","Comfort Double or Twin Room
Beds: 1 double or 2 twins
Only 3 rooms left at this price on our site"
Hotel Market,2173.0,7.6,3870.0,3.0,stars,"Eixample, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins"
Hotel Via Augusta,2026.0,8.4,2219.0,2.0,stars,"Sarrià-St. Gervasi, Barcelona","Superior Queen Room
1 queen bed
Only 2 rooms left at this price on our site"
BizFlats Eixample Apartments,4317.0,6.0,1.0,4.0,squares,"Eixample, Barcelona","Three-Bedroom Apartment - Valencia, 273
Entire apartment • 3 bedrooms • 2 bathrooms • 1 kitchen • 100m²
3 beds (2 fulls, 1 queen)
Free cancellation
Only 1 left at this price on our site"
Exe Mitre,1768.0,8.3,2310.0,3.0,stars,"Sarrià-St. Gervasi, Barcelona","Double Room
Beds: 1 double or 2 twins
Only 4 rooms left at this price on our site"
Urbany Hostel Barcelona,1441.0,7.4,2594.0,,,"Sant Martí, Barcelona","Twin Room with Private Bathroom
2 bunk beds
Only 6 rooms left at this price on our site"
Feelathome Casa Bertrand,2194.0,8.8,408.0,,,"Eixample, Barcelona","Superior Double Room
1 queen bed
Only 6 rooms left at this price on our site"
Cuatro Naciones,1958.0,8.2,4428.0,2.0,stars,"Ciutat Vella, Barcelona","Double or Twin Room
2 twin beds"
Bonanova Suite,2019.0,8.5,1081.0,3.0,stars,"Sarrià-St. Gervasi, Barcelona","Studio (1-2 Adults)
Entire studio • 1 bathroom • 1 kitchen • 20m²
Beds: 1 double or 2 twins
Only 2 left at this price on our site"
Hotel Condal,1902.0,7.5,5046.0,3.0,stars,"Ciutat Vella, Barcelona","Double Room
1 full bed"
Hotel Casa Teva Barcelona,2552.0,8.8,371.0,,,"Ciutat Vella, Barcelona","Double Room with City View
1 full bed
Breakfast included
Only 3 rooms left at this price on our site"
Hotel Ramblas Internacional,1928.0,7.4,2252.0,3.0,stars,"Ciutat Vella, Barcelona","Comfort Cool Room with Ramblas View
Beds: 1 double or 2 twins
Only 1 room left at this price on our site"
Catalonia Atenas,1908.0,8.3,8113.0,4.0,stars,"Sant Martí, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins"
Yomo Hostal BCN Port,1670.0,8.0,1966.0,2.0,stars,"Sants-Montjuïc, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins
Only 3 rooms left at this price on our site"
The Social Hub Barcelona Poblenou,2448.0,8.8,3155.0,,,"Sant Martí, Barcelona","Standard King Room
1 queen bed"
Hotel Monegal,1660.0,7.4,4503.0,2.0,stars,"Ciutat Vella, Barcelona","Budget Double Room with Shared Bathroom
2 twin beds
Only 1 room left at this price on our site"
Silken Sant Gervasi,2392.0,8.6,2463.0,3.0,stars,"Sarrià-St. Gervasi, Barcelona","Standard Twin Room
2 twin beds
Only 2 rooms left at this price on our site"
Hotel Nuevo Triunfo,2338.0,7.8,2630.0,2.0,stars,"Sants-Montjuïc, Barcelona","Double or Twin Room
2 twin beds
Breakfast included
Only 2 rooms left at this price on our site"
Mihlton Barcelona Boutique B&B,2163.0,8.7,1066.0,3.0,squares,"Eixample, Barcelona","Standard Double Room Interior
1 queen bed"
Hotel El Call,1769.0,7.5,2458.0,1.0,stars,"Ciutat Vella, Barcelona","Double Room
1 full bed"
Casual Colours Barcelona,2218.0,8.3,3911.0,2.0,stars,"Les Corts, Barcelona","Double Room
1 full bed
Breakfast included"
Sixties Ramblas,2364.0,8.4,4986.0,3.0,stars,"Ciutat Vella, Barcelona","Standard Double or Twin Room
Beds: 1 double or 2 twins
Only 4 rooms left at this price on our site"
Feelathome Center Apartments,2034.0,8.2,803.0,4.0,squares,"Eixample, Barcelona","One-Bedroom Apartment - Passatge Maiol Street
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 50m²
1 full bed
Only 1 left at this price on our site"
Feelathome Poblenou Beach Apartments,2186.0,8.4,1191.0,4.0,squares,"Sant Martí, Barcelona","One-Bedroom Apartment - Bilbao 11
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 50m²
2 beds (1 full, 1 sofa bed)
Only 5 left at this price on our site"
Pol & Grace Hotel,2128.0,8.2,2548.0,4.0,stars,"Sarrià-St. Gervasi, Barcelona","Superior Double or Twin Room
Beds: 1 double or 2 twins"
Generator Barcelona,2451.0,7.7,7589.0,1.0,stars,"Gràcia, Barcelona","Family Room (6 Adults) with Private Bathroom
3 bunk beds
Only 1 room left at this price on our site"
Leonardo Hotel Barcelona Las Ramblas,2387.0,8.1,3779.0,3.0,stars,"Ciutat Vella, Barcelona","Comfort Double or Twin Room
Beds: 1 double or 2 twins
Only 3 rooms left at this price on our site"
Catalonia La Boquería,2713.0,8.3,3559.0,4.0,stars,"Ciutat Vella, Barcelona","Superior Double or Twin Room
Multiple bed types
Only 6 rooms left at this price on our site"
Novotel Barcelona City,3237.0,8.2,4400.0,4.0,stars,"Sant Martí, Barcelona","Standard Room
1 queen bed
Only 7 rooms left at this price on our site"
NH Barcelona Stadium,2658.0,8.3,3369.0,4.0,stars,"Les Corts, Barcelona","Standard Double or Twin Room
Beds: 1 double or 2 twins
Only 1 room left at this price on our site"
Hotel Inglés,1915.0,7.6,2944.0,1.0,stars,"Ciutat Vella, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins
Only 2 rooms left at this price on our site"
Leonardo Hotel Barcelona Gran Via,2870.0,8.6,4570.0,3.0,stars,"Eixample, Barcelona","Comfort Double or Twin Room
Multiple bed types
Only 2 rooms left at this price on our site"
Hotel Cortes Rambla,3508.0,8.1,2090.0,3.0,stars,"Ciutat Vella, Barcelona","Small Triple Room
2 beds (1 twin, 1 queen)
Only 3 rooms left at this price on our site"
Exe Ramblas Boquería,2826.0,8.2,1286.0,3.0,stars,"Ciutat Vella, Barcelona","Double Room
1 full bed
Only 1 room left at this price on our site"
Barceló Sants,2927.0,8.7,9011.0,4.0,stars,"Sants-Montjuïc, Barcelona","Deluxe Double or Twin Room
Beds: 1 double or 2 twins
Only 5 rooms left at this price on our site"
Wilson Boutique Hotel,2647.0,8.5,1785.0,4.0,stars,"Sarrià-St. Gervasi, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins
Only 2 rooms left at this price on our site"
08028 Apartments,1824.0,8.8,4274.0,4.0,squares,"Les Corts, Barcelona","Studio Apartment (1 - 2 Adults)
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 30m²
2 twin beds
Only 1 left at this price on our site"
Occidental Barcelona 1929,3596.0,8.8,5005.0,3.0,stars,"Sants-Montjuïc, Barcelona","Superior Double Room
Beds: 1 double or 2 twins
Only 5 rooms left at this price on our site"
Hotel Jazz,3582.0,8.8,3261.0,3.0,stars,"Eixample, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins
Only 7 rooms left at this price on our site"
Yurbban Trafalgar Hotel,3792.0,9.3,1507.0,3.0,stars,"Ciutat Vella, Barcelona","Standard Double Room
Beds: 1 double or 2 twins
Only 4 rooms left at this price on our site"
Hotel Astoria,3020.0,8.3,2180.0,3.0,stars,"Eixample, Barcelona","Superior Double or Twin Room
Beds: 1 double or 2 twins"
Feelathome Plaza Apartments,2295.0,8.5,2419.0,4.0,squares,"Sants-Montjuïc, Barcelona","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 55m²
2 beds (1 sofa bed, 1 queen)
Only 6 left at this price on our site"
Barcelona Princess,2490.0,8.2,11952.0,4.0,stars,"Sant Martí, Barcelona","Double or Twin Room with Sea View
Beds: 1 double or 2 twins"
Barceló Raval,2399.0,8.3,2859.0,4.0,stars,"Ciutat Vella, Barcelona","Superior Double or Twin Room
Beds: 1 double or 2 twins"
Catalonia Avinyo,2847.0,8.6,4419.0,3.0,stars,"Ciutat Vella, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins"
Caledonian,2602.0,8.6,5445.0,3.0,stars,"Eixample, Barcelona","Double or Twin Room (1 or 2 adults)
Beds: 1 double or 2 twins
Only 2 rooms left at this price on our site"
"Grand Hotel Central, Small Luxury Hotels",9910.0,8.8,1299.0,5.0,stars,"Ciutat Vella, Barcelona","Suite
1 sofa bed
Breakfast included"
Hotel Derby,2761.0,8.0,2535.0,4.0,stars,"Les Corts, Barcelona","Double or Twin Room (1-2 Adults)
Beds: 1 double or 2 twins
Only 2 rooms left at this price on our site"
Blanc Guest House,1656.0,8.6,1225.0,,,"Sarrià-St. Gervasi, Barcelona","Interior Twin Room with Shared Bathroom
2 twin beds
Breakfast included
Only 1 room left at this price on our site"
Catalonia Diagonal Centro,3428.0,8.7,3448.0,4.0,stars,"Eixample, Barcelona","Double Room
Beds: 1 double or 2 twins"
Urban Flats Vallirana,2091.0,8.5,142.0,3.0,squares,"Sarrià-St. Gervasi, Barcelona","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 45m²
2 beds (1 full, 1 sofa bed)
Only 1 left at this price on our site"
BYPILLOW Mothern,2193.0,8.2,5333.0,3.0,stars,"Eixample, Barcelona","Budget Double Room
1 full bed"
Cozy Apartment with Suite 21,1805.0,,,4.0,squares,"Eixample, Barcelona","Two-Bedroom Apartment
1 queen bed
Free cancellation"
AG Apartments,2601.0,8.6,550.0,4.0,squares,"Sants-Montjuïc, Barcelona","Two-Bedroom Apartment
Entire apartment • 2 bedrooms • 1 living room • 1 bathroom
3 beds (2 twins, 1 full)
Only 1 left at this price on our site"
Catalonia Eixample 1864,3398.0,8.6,4299.0,4.0,stars,"Eixample, Barcelona","Standard Double or Twin Room
Beds: 1 double or 2 twins
Only 3 rooms left at this price on our site"
BCN Urbaness Hotels Del Comte,2469.0,7.6,1345.0,2.0,stars,"Eixample, Barcelona","Twin Room
2 twin beds"
Eco Boutique Hostal Grau,2291.0,9.0,1300.0,2.0,stars,"Ciutat Vella, Barcelona","Double or Twin Room
Multiple bed types
Only 6 rooms left at this price on our site"
Catalunya,2315.0,8.2,3032.0,2.0,stars,"Ciutat Vella, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins
Only 3 rooms left at this price on our site"
Park Hotel,2668.0,8.4,3747.0,3.0,stars,"Ciutat Vella, Barcelona","Deluxe twin room
2 twin beds"
Allegro Barcelona,2629.0,8.7,2648.0,3.0,stars,"Eixample, Barcelona","Superior Double Room
Beds: 1 double or 2 twins
Only 3 rooms left at this price on our site"
Room Mate Anna,2556.0,8.7,4360.0,4.0,stars,"Eixample, Barcelona","Interior Basic Double Room
1 full bed"
Zenit Barcelona,2567.0,8.2,1591.0,4.0,stars,"Sarrià-St. Gervasi, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins
Only 5 rooms left at this price on our site"
Acevi Villarroel,2958.0,8.0,4367.0,4.0,stars,"Eixample, Barcelona","Executive Double or Twin Room
Multiple bed types"
Eurostars Monumental,2996.0,8.5,1800.0,4.0,stars,"Eixample, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins
Only 2 rooms left at this price on our site"
Hotel Casa Gardenia,2217.0,7.9,551.0,2.0,stars,"Ciutat Vella, Barcelona","Economy Double Room
1 full bed
Only 1 room left at this price on our site"
"Radisson Blu 1882 Hotel, Barcelona Sagrada Familia",4167.0,8.9,3790.0,4.0,stars,"Gràcia, Barcelona","Premium Room
Multiple bed types
Only 5 rooms left at this price on our site"
Petit Palace Museum,3360.0,8.3,2741.0,4.0,stars,"Eixample, Barcelona","Small Double Room
1 full bed
Only 3 rooms left at this price on our site"
AC Hotel Barcelona Fórum by Marriott,3634.0,8.2,1416.0,4.0,stars,"Sant Martí, Barcelona","Standard Queen Room
1 queen bed
Breakfast included"
Pestana Arena Barcelona,3230.0,8.5,2799.0,4.0,stars,"Sants-Montjuïc, Barcelona","Premium Twin
2 twin beds"
Arya Stadium Hotel,2600.0,8.3,3239.0,3.0,stars,"Sants-Montjuïc, Barcelona","Interior Double Room
Beds: 1 double or 2 twins"
Blasco de Garay Apartment - Poble Sec,2119.0,8.2,63.0,3.0,squares,"Sants-Montjuïc, Barcelona","Apartment
Entire apartment • 2 bedrooms • 1 bathroom • 1 kitchen • 50m²
2 beds (1 full, 1 queen)
Only 1 left at this price on our site"
Located on the iconic Paseo de Gracia,4695.0,,,,,Barcelona,"Deluxe Apartment
3 king beds
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 1 left at this price on our site"
Catalonia Gracia,3208.0,8.5,2814.0,4.0,stars,"Eixample, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins"
Sensation Sagrada Familia,3143.0,9.2,1319.0,4.0,squares,"Eixample, Barcelona","Two-Bedroom Apartment
Entire apartment • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 60m²
4 beds (2 twins, 1 full, 1 sofa bed)
Only 1 left at this price on our site"
Aparthotel Allada 3*,2030.0,7.9,687.0,3.0,squares,"Ciutat Vella, Barcelona","Studio (2 Adults)
Entire studio • 1 bathroom • 25m²
1 full bed
Only 1 left at this price on our site"
Plaza Goya Rooms,2281.0,8.2,1080.0,2.0,stars,"Eixample, Barcelona","Standard Quadruple Room
3 beds (2 twins, 1 queen)
Only 1 room left at this price on our site"
Barcelona Apartment Republica,2351.0,7.4,1157.0,3.0,squares,"Sant Martí, Barcelona","Deluxe Apartment (4 Adults)
Entire studio • 1 bathroom • 1 kitchen • 45m²
3 beds (2 twins, 1 sofa bed)
Only 2 left at this price on our site"
Barcelona City North Hostal,1711.0,7.2,1066.0,2.0,stars,"Sarrià-St. Gervasi, Barcelona","Double or Twin Room with City View
Multiple bed types
Only 5 rooms left at this price on our site"
Dalia Ramblas,2353.0,8.0,3170.0,3.0,stars,"Ciutat Vella, Barcelona","Superior Double or Twin Room
Beds: 1 double or 2 twins"
Silken Ramblas,3183.0,8.1,2986.0,4.0,stars,"Ciutat Vella, Barcelona","Comfort Double or Twin Room
2 twin beds"
Latroupe Poblenou Beach,2300.0,8.6,4122.0,,,"Sant Martí, Barcelona","8-Bed Mixed Dormitory Room
Shared dorm room
8 bunk beds
Only 1 left at this price on our site"
NH Collection Barcelona Podium,3971.0,8.8,2915.0,4.0,stars,"Eixample, Barcelona","Superior Double or Twin Room
Beds: 1 double or 2 twins
Only 1 room left at this price on our site"
Feelathome Mozart Apartments,2443.0,8.8,507.0,4.0,squares,"Gràcia, Barcelona","One Bedroom Apartment with Terrace
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 40m²
2 beds (1 king, 1 sofa bed)
Only 2 left at this price on our site"
Sercotel Amister Art Hotel Barcelona,3232.0,8.2,2424.0,4.0,stars,"Eixample, Barcelona","King Room
1 king bed
Only 1 room left at this price on our site"
Hotel Arconte,2790.0,7.5,37.0,4.0,stars,"Eixample, Barcelona","Deluxe Room
1 king bed
Only 3 rooms left at this price on our site"
Hotel Regina Barcelona,3314.0,8.9,309.0,4.0,stars,"Eixample, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins"
Sunotel Aston,2503.0,7.5,990.0,3.0,stars,"Eixample, Barcelona","Economy Double Room
1 full bed"
Olivia Plaza Hotel,4327.0,9.3,3966.0,4.0,stars,"Ciutat Vella, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins"
Hotel España Ramblas,3111.0,8.2,927.0,4.0,stars,"Ciutat Vella, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins
Only 3 rooms left at this price on our site"
Barcelona Apartment Villarroel,3062.0,7.9,963.0,4.0,squares,"Eixample, Barcelona","Deluxe Two-Bedroom Apartment
Entire apartment • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 70m²
5 beds (4 twins, 1 sofa bed)
Only 3 left at this price on our site"
Apartaments-Hotel Hispanos 7 Suiza,3396.0,9.0,1673.0,4.0,stars,"Eixample, Barcelona","Junior Suite
Private suite • 2 bedrooms • 1 living room • 2 bathrooms • 70m²
4 beds (2 twins, 1 sofa bed, 1 queen)
Only 3 left at this price on our site"
May Ramblas Hotel,2349.0,7.4,4199.0,3.0,stars,"Ciutat Vella, Barcelona","Small Double Room
1 full bed"
Ola Living Hostal Diagonal,2360.0,7.0,957.0,3.0,squares,"Sarrià-St. Gervasi, Barcelona","Deluxe Double Room
1 full bed
Only 1 room left at this price on our site"
Ilunion Auditori,2399.0,8.3,5755.0,3.0,stars,"Eixample, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins"
Happy People Ramblas Harbour Apartments,3026.0,8.0,677.0,3.0,squares,"Sants-Montjuïc, Barcelona","Two-Bedroom Apartment
Entire apartment • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 50m²
3 beds (2 twins, 1 full)
Only 5 left at this price on our site"
Fisa Rentals Ramblas Apartments,3642.0,8.7,334.0,4.0,squares,"Eixample, Barcelona","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 38m²
1 queen bed
Only 2 left at this price on our site"
Eurohotel Diagonal Port,2172.0,8.1,5787.0,4.0,stars,"Sant Martí, Barcelona","Standard Double or Twin Room
Beds: 1 double or 2 twins
Only 1 room left at this price on our site"
Barcelona Apartment Milà,2580.0,8.1,742.0,4.0,squares,"Gràcia, Barcelona","Executive Two-Bedroom Apartment
Entire apartment • 2 bedrooms • 1 bathroom • 1 kitchen • 45m²
3 beds (2 twins, 1 full)
Only 1 left at this price on our site"
Catalonia Plaza Catalunya,3888.0,8.6,5500.0,4.0,stars,"Eixample, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins"
HOTEL FORNOS - Barcelona,1663.0,7.0,1686.0,2.0,stars,"Ciutat Vella, Barcelona","Twin Room
2 twin beds
Breakfast included
Only 2 rooms left at this price on our site"
Eurostars Grand Marina Hotel GL,4476.0,8.3,4956.0,5.0,stars,"Ciutat Vella, Barcelona","Superior Double or Twin Room
Beds: 1 double or 2 twins"
"Labtwentytwo Barcelona, a Tribute Portfolio Hotel",3597.0,8.4,332.0,4.0,stars,"Sant Martí, Barcelona","King Room with City View
1 king bed
Only 4 rooms left at this price on our site"
BYPILLOW Twenty,2615.0,8.4,736.0,3.0,stars,"Ciutat Vella, Barcelona","Twin Room
2 twin beds
Only 4 rooms left at this price on our site"
Ikonik Anglí,2279.0,8.5,1421.0,4.0,stars,"Sarrià-St. Gervasi, Barcelona","Economy Double or Twin Room
Beds: 1 double or 2 twins
Only 1 room left at this price on our site"
Catalonia Ramblas 4* Sup,3998.0,8.5,4762.0,4.0,stars,"Ciutat Vella, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins"
Casa Gracia,2309.0,8.3,7618.0,,,"Gràcia, Barcelona","Indoor Twin Room
2 twin beds"
La Casa de Antonio Boutique Rooms,2235.0,8.2,1322.0,2.0,stars,"Eixample, Barcelona","Budget Double Room
1 full bed
Only 2 rooms left at this price on our site"
NH Collection Barcelona Constanza,4159.0,8.6,4783.0,4.0,stars,"Les Corts, Barcelona","Premium Double or Twin Room
Multiple bed types
Breakfast included"
Catalonia Barcelona Plaza,4478.0,8.7,3398.0,4.0,stars,"Sants-Montjuïc, Barcelona","Double or Twin Room
Multiple bed types"
Hotel Nouvel,2469.0,8.0,3039.0,3.0,stars,"Ciutat Vella, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins"
Molino Fresh,2930.0,7.2,116.0,3.0,squares,"Sants-Montjuïc, Barcelona","Three-Bedroom Apartment
Entire apartment • 3 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 70m²
5 beds (4 twins, 1 queen)
Only 1 left at this price on our site"
Ramblas Hotel,3454.0,7.3,3284.0,3.0,stars,"Ciutat Vella, Barcelona","Double Room
3 twin beds
Breakfast included"
