hotel_name,price_euros,rating,num_reviews,quality_over_5,quality_type,neighborhood,description
Zenit Abeba,1243.0,8.8,3357.0,4.0,stars,"Salamanca, Madrid","Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation
No prepayment needed – pay at the property"
Bright MINI STUDIO in the Historic Center,705.0,8.4,12.0,3.0,squares,"Madrid City Center, Madrid","Studio
Entire studio • 1 bathroom • 1 kitchen • 20m²
1 full bed
Only 1 left at this price on our site"
Room Canalejas,1139.0,8.4,518.0,3.0,squares,"Madrid City Center, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 50m²
2 beds (1 sofa bed, 1 queen)
Only 1 left at this price on our site"
Apartamentos Adelfas,635.0,7.5,257.0,3.0,squares,"Retiro, Madrid","Superior Studio
Entire studio • 1 bathroom • 1 kitchen • 30m²
Beds: 1 double or 2 twins
Only 1 left at this price on our site"
Plaza Mayor Suites & Apartments,1227.0,8.9,3763.0,3.0,squares,"Madrid City Center, Madrid","Apartment
Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 25m²
1 full bed
Free cancellation
Only 2 left at this price on our site"
Agumar,1017.0,8.1,13516.0,4.0,stars,"Retiro, Madrid","Double or Twin Room
Beds: 1 double or 2 twins
Only 1 room left at this price on our site"
Avenida De America Tijcal,893.0,8.6,2964.0,3.0,squares,"Salamanca, Madrid","Standard Studio Twin
Entire studio • 1 bathroom • 1 kitchen • 26m²
2 twin beds
Free cancellation
Only 5 left at this price on our site"
JC Rooms Santo Domingo,780.0,7.9,4166.0,3.0,stars,"Madrid City Center, Madrid","Executive Double or Twin Room
Beds: 1 double or 2 twins"
Fee4Me. Vallés 6,1245.0,9.6,65.0,3.0,squares,"Arganzuela, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 42m²
2 beds (1 full, 1 sofa bed)
Free cancellation"
1 bedroom 1 bathroom furnished - Chueca - modern functional - MintyStay,929.0,8.7,23.0,3.0,squares,"Madrid City Center, Madrid","Studio Apartment
Entire apartment • 1 bedroom • 1 bathroom • 25m²
1 full bed
Free cancellation"
El Rastro Historic center,799.0,8.7,62.0,3.0,squares,"Madrid City Center, Madrid","Studio Apartment
1 full bed
Free cancellation
Only 1 left at this price on our site"
Apartamentos Cuatro Caminos,838.0,8.5,64.0,3.0,squares,"Tetuan, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 40m²
3 beds (2 twins, 1 sofa bed)
Free cancellation
Only 2 left at this price on our site"
Apartamentos Gravina,884.0,9.1,21.0,3.0,squares,"Madrid City Center, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 20m²
1 full bed
Free cancellation
Only 2 left at this price on our site"
Hostal Alexis Madrid,862.0,8.6,3060.0,3.0,stars,"Madrid City Center, Madrid","Double Room
1 queen bed
Only 3 rooms left at this price on our site"
Ilunion Alcalá Norte,974.0,8.9,14927.0,4.0,stars,"San Blas, Madrid","Double or Twin Room
Multiple bed types
Free cancellation"
Hostal Overnight Madrid,715.0,8.1,939.0,3.0,squares,"Moncloa-Aravaca, Madrid","Superior Double Room
1 queen bed
Only 4 rooms left at this price on our site"
Feelathome Ventas Suites,1002.0,8.9,1158.0,3.0,squares,"Salamanca, Madrid","Interior Studio
Entire studio • 1 bathroom • 1 kitchen • 20m²
1 full bed
Only 1 left at this price on our site"
Exe Plaza,1010.0,8.7,6185.0,4.0,stars,"Tetuan, Madrid","Double or Twin Room
Beds: 1 double or 2 twins"
Hostal New Dream Madrid,612.0,7.9,2558.0,,,"Madrid City Center, Madrid","Small Double Room with Shared Bathroom
1 full bed
Only 2 rooms left at this price on our site"
Room Plaza España,871.0,8.6,1818.0,3.0,squares,"Madrid City Center, Madrid","Double Room
1 full bed"
Apartamentos Recoletos,918.0,7.6,7167.0,3.0,stars,"Salamanca, Madrid","Double or Twin Room
Beds: 1 double or 2 twins"
Style Madrid Center Santiago Bernabeu,936.0,8.9,139.0,3.0,squares,"Tetuan, Madrid","Apartment
Entire apartment • 2 bedrooms • 1 living room • 1 bathroom • 40m²
3 beds (1 sofa bed, 2 queens)
Free cancellation
Only 1 left at this price on our site"
Espahotel Plaza Basílica,1140.0,8.5,1398.0,3.0,stars,"Tetuan, Madrid","Studio (2 Adults)
Entire studio • 1 bathroom • 1 kitchen • 20m²
1 full bed
Free cancellation
Only 2 left at this price on our site"
Gran Versalles,1193.0,8.6,7120.0,4.0,stars,"Chamberi, Madrid","Twin Room
2 twin beds"
Hostal Don Alfonso,987.0,8.8,1451.0,2.0,stars,"Madrid City Center, Madrid","Twin Room
2 twin beds
Free cancellation
No prepayment needed – pay at the property
Only 2 rooms left at this price on our site"
Hostal Palacio Luna,1045.0,8.7,2014.0,3.0,stars,"Madrid City Center, Madrid","Triple Room with Private Bathroom
2 beds (1 twin, 1 full)
Free cancellation
No prepayment needed – pay at the property
Only 1 room left at this price on our site"
Apartamento en el centro de Madrid,841.0,8.8,50.0,3.0,squares,"Madrid City Center, Madrid","One-Bedroom Apartment
2 beds (1 full, 1 sofa bed)
Free cancellation"
ARTIEM Madrid,1186.0,9.4,1974.0,4.0,stars,"Ciudad Lineal, Madrid","Standard Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation
Only 2 rooms left at this price on our site"
ABC Apartments Vistalegre II,717.0,10.0,6.0,3.0,squares,"Carabanchel, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 23m²
1 full bed
Free cancellation"
1 bedroom 1 bathroom furnished - Justicia - Modern - MintyStay,758.0,8.2,23.0,3.0,squares,"Madrid City Center, Madrid","Studio Apartment
Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 40m²
1 full bed
Free cancellation"
1 bedroom 1 bathroom furnished - Chueca - modern in downtown area - MintyStay,948.0,8.5,19.0,3.0,squares,"Madrid City Center, Madrid","Studio Apartment
Entire apartment • 1 bedroom • 1 bathroom • 25m²
1 full bed
Free cancellation"
JC Rooms Santa Ana,784.0,8.0,2232.0,3.0,stars,"Madrid City Center, Madrid","Double or Twin Room
Beds: 1 double or 2 twins"
Apartamentos Apolo,1040.0,8.7,1653.0,3.0,squares,"Madrid City Center, Madrid","Deluxe Studio
Entire studio • 1 bathroom • 16m²
Beds: 1 double or 2 twins
Free cancellation
Only 2 left at this price on our site"
Bonito y acogedor estudio en zona cultural,836.0,8.6,5.0,3.0,squares,"Madrid City Center, Madrid","One-Bedroom Apartment
1 full bed
Free cancellation"
Hotel Puerta de Toledo,1013.0,8.8,2547.0,3.0,stars,"Arganzuela, Madrid","Double or Twin Room
Beds: 1 double or 2 twins
Only 5 rooms left at this price on our site"
Catalonia Puerta del Sol,1600.0,8.9,2854.0,4.0,stars,"Madrid City Center, Madrid","Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation
No prepayment needed – pay at the property"
Feelathome Castilla Apartments,1015.0,9.2,427.0,4.0,squares,"Tetuan, Madrid","Apartment - Ground Floor
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 55m²
2 beds (1 sofa bed, 1 queen)
Only 1 left at this price on our site"
Plaza Mayor II,970.0,8.0,72.0,,,"Madrid City Center, Madrid","Studio Apartment
1 full bed
Only 1 left at this price on our site"
SY Fuencarral,1089.0,9.1,79.0,3.0,squares,"Madrid City Center, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 40m²
1 full bed"
Encantador Puente Segovia Caramuel,838.0,7.8,107.0,3.0,squares,"Latina, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 45m²
2 beds (1 full, 1 sofa bed)
Free cancellation
Only 1 left at this price on our site"
Estudio acogedor en zona norte,723.0,9.2,30.0,3.0,squares,"Tetuan, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 25m²
1 full bed
Free cancellation"
Designer Apartment 3,1325.0,9.6,26.0,,,"Chamartín, Madrid","Apartment
2 beds (1 sofa bed, 1 queen)
Free cancellation"
Beautiful duplex in the center,848.0,9.0,1.0,,,"Madrid City Center, Madrid","One-Bedroom Apartment
1 queen bed
Free cancellation"
#10OCA6 - Apartamento en Vista Alegre,601.0,6.9,22.0,3.0,squares,"Carabanchel, Madrid","Two-Bedroom Apartment
Entire apartment • 2 bedrooms • 1 living room • 1 bathroom • 50m²
3 beds (1 twin, 1 full, 1 sofa bed)
Free cancellation"
Hostal Lisboa,964.0,8.7,2767.0,3.0,stars,"Madrid City Center, Madrid","Twin Room
2 twin beds
Free cancellation
Only 1 room left at this price on our site"
Hotel Moderno Puerta del Sol,1425.0,8.8,7426.0,3.0,stars,"Madrid City Center, Madrid","Double Room
1 full bed
Free cancellation
Only 2 rooms left at this price on our site"
APARTAMENTO en ATOCHA - Silencioso y luminoso,862.0,8.3,73.0,3.0,squares,"Arganzuela, Madrid","Loft
Entire apartment • 1 bedroom • 1 bathroom • 33m²
2 beds (1 full, 1 sofa bed)
Free cancellation"
Modern apartment-1Bedroom 1Bath-Prosperidad,879.0,9.5,4.0,3.0,squares,"Chamartín, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 40m²
1 full bed
Free cancellation"
Acogedor Loft en Chueca. Cozy Loft in Chueca,1107.0,8.6,8.0,3.0,squares,"Madrid City Center, Madrid","One-Bedroom Apartment
2 beds (1 sofa bed, 1 queen)
Free cancellation
Only 1 left at this price on our site"
Salamaca-Goya,1769.0,9.7,52.0,4.0,squares,"Salamanca, Madrid","Apartment
Entire apartment • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 60m²
3 beds (2 fulls, 1 sofa bed)
Free cancellation"
One Shot Recoletos,1332.0,7.6,1560.0,4.0,stars,"Salamanca, Madrid","Economy Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation
Only 5 rooms left at this price on our site"
Wonderful Apartment Chueca,1107.0,7.9,85.0,3.0,squares,"Madrid City Center, Madrid","Studio Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 40m²
2 beds (1 full, 1 sofa bed)
Free cancellation
Only 1 left at this price on our site"
Inmejorable Ubicación en Madrid,834.0,7.2,442.0,3.0,squares,"Salamanca, Madrid","King Studio with Sofa Bed
Entire studio • 1 bathroom • 1 kitchen • 25m²
2 beds (1 sofa bed, 1 queen)
Free cancellation
Only 1 left at this price on our site"
1 bedroom 1 bathroom furnished - Sol - Downtown - Minty Stay,1114.0,8.3,31.0,4.0,squares,"Madrid City Center, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 40m²
2 beds (1 full, 1 sofa bed)
Free cancellation"
Hostal El Brezo,590.0,7.7,712.0,3.0,squares,"Moncloa-Aravaca, Madrid","Double Room with City View
1 full bed
Only 4 rooms left at this price on our site"
Calle Huertas Corazón by RegalateMadrid,1118.0,8.8,49.0,3.0,squares,"Madrid City Center, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 45m²
2 beds (1 full, 1 sofa bed)
Free cancellation
Only 1 left at this price on our site"
MintyStay - Conde de Miranda,939.0,8.1,26.0,3.0,squares,"Madrid City Center, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 2 bathrooms • 1 kitchen • 65m²
2 beds (1 twin, 1 full)
Free cancellation"
Hotelito Boutique Madrid Puente Vallecas,833.0,8.7,32.0,3.0,squares,"Puente de Vallecas, Madrid","Standard Studio
Entire studio • 1 bathroom • 21m²
1 full bed
Free cancellation
Only 1 left at this price on our site"
Hotel Cortezo,1420.0,8.3,7290.0,3.0,stars,"Madrid City Center, Madrid","Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation
No prepayment needed – pay at the property
Only 4 rooms left at this price on our site"
1 bedroom 1 bathroom furnished - Chamberi - Cozy - MintyStay,933.0,8.1,11.0,3.0,squares,"Chamberi, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 45m²
2 beds (1 full, 1 sofa bed)
Free cancellation"
PACOROOMS,988.0,8.6,735.0,3.0,squares,"Madrid City Center, Madrid","Standard Double Room
1 full bed
Free cancellation
Only 2 rooms left at this price on our site"
Hostal Victoria II,632.0,8.1,5302.0,2.0,stars,"Madrid City Center, Madrid","Double or Twin Room
Beds: 1 double or 2 twins
Only 1 room left at this price on our site"
Sercotel Togumar,1188.0,8.4,3094.0,3.0,stars,"Chamartín, Madrid","Standard Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 25m²
2 twin beds
Free cancellation"
"Modern- 1 Bd 1,5 Bth- Delicias Atocha",829.0,8.1,22.0,3.0,squares,"Arganzuela, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 45m²
2 beds (1 full, 1 sofa bed)
Free cancellation"
Madrid Marriott Auditorium Hotel & Conference Center,1397.0,8.8,5422.0,4.0,stars,"San Blas, Madrid","Premium King Room
1 king bed
Free cancellation
No prepayment needed – pay at the property"
"Bautiful and centrally located, Cuzco-Bernabeu",848.0,9.2,22.0,3.0,squares,"Tetuan, Madrid","One-Bedroom Apartment
2 beds (1 full, 1 sofa bed)
Free cancellation"
Modern Bright - 1Bedroom 1 Bathroom - La Latina,1121.0,9.0,16.0,3.0,squares,"Madrid City Center, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 55m²
1 full bed
Free cancellation"
One Shot Fortuny,1471.0,8.2,1475.0,4.0,stars,"Chamberi, Madrid","Standard Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation"
MintyStay - Fernando VI,1001.0,7.3,6.0,4.0,squares,"Madrid City Center, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 64m²
2 beds (1 full, 1 sofa bed)
Free cancellation"
Hostal Oriente,980.0,8.5,2756.0,3.0,stars,"Madrid City Center, Madrid","Budget Double Room
1 full bed
Free cancellation
No prepayment needed – pay at the property
Only 5 rooms left at this price on our site"
CajaSoul Lavapies,686.0,,,,,"Madrid City Center, Madrid","King Studio with Sofa Bed
Entire studio • 1 bathroom • 1 kitchen • 22m²
2 beds (1 twin, 1 full)
Free cancellation
Only 1 left at this price on our site"
JC Rooms Chueca,852.0,8.2,3111.0,3.0,stars,"Madrid City Center, Madrid","Deluxe Double or Twin Room
Beds: 1 double or 2 twins"
ITC Mora by Soho Boutique,1234.0,7.8,4658.0,2.0,stars,"Madrid City Center, Madrid","Twin Room
Beds: 1 double or 2 twins
Free cancellation"
Ilunion Suites Madrid,1158.0,8.5,7767.0,4.0,stars,"Chamartín, Madrid","Standard Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation"
Catalonia Goya,1670.0,8.9,2532.0,4.0,stars,"Salamanca, Madrid","Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation
No prepayment needed – pay at the property"
Apartment Fomento,1861.0,9.3,43.0,4.0,squares,"Madrid City Center, Madrid","Apartment
Entire apartment • 2 bedrooms • 1 bathroom • 1 kitchen • 68m²
2 full beds
Free cancellation"
Brigth Stylish studio - Gran Vía,1172.0,8.4,27.0,4.0,squares,"Madrid City Center, Madrid","Studio Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 35m²
2 beds (1 full, 1 sofa bed)
Free cancellation"
Apartamentos Dali Madrid,799.0,7.2,35.0,3.0,squares,"Arganzuela, Madrid","Two-Bedroom Apartment
Entire apartment • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 50m²
4 beds (2 twins, 1 full, 1 sofa bed)
Only 1 left at this price on our site"
Hotel Santo Domingo,1334.0,7.6,5417.0,4.0,stars,"Madrid City Center, Madrid","Small Double Room
1 full bed
Free cancellation"
Apartamentos Centro Jardines,974.0,8.3,1495.0,3.0,squares,"Madrid City Center, Madrid","Studio Apartment
Entire apartment • 1 bedroom • 1 bathroom • 25m²
2 twin beds
Only 6 left at this price on our site"
JUAN BRAVO Apartamento a estrenar con PISCINA,1647.0,9.5,91.0,4.0,squares,"Salamanca, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 50m²
3 beds (1 twin, 1 full, 1 sofa bed)
Free cancellation
Only 1 left at this price on our site"
Sercotel Gran Hotel Conde Duque,1424.0,8.4,4080.0,4.0,stars,"Chamberi, Madrid","Double Room
1 full bed
Free cancellation"
Room Gran Vía Apartments,872.0,8.0,719.0,3.0,squares,"Madrid City Center, Madrid","Queen Studio
Entire studio • 1 bathroom • 1 kitchen • 15m²
1 full bed
Only 1 left at this price on our site"
BYPILLOW Velázquez 45,1439.0,8.6,4362.0,3.0,stars,"Salamanca, Madrid","Double Room
1 full bed
Free cancellation"
Ilunion Pio XII,946.0,8.7,11847.0,4.0,stars,"Chamartín, Madrid","Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation"
Calle Huertas Galería by RegalateMadrid,1098.0,8.6,48.0,3.0,squares,"Madrid City Center, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 40m²
2 beds (1 full, 1 sofa bed)
Free cancellation"
Hotel Madrid Río,735.0,7.3,8746.0,2.0,stars,"Usera, Madrid","Double or Twin Room
1 full bed
Free cancellation"
Bob W Chueca,991.0,8.8,1822.0,3.0,squares,"Madrid City Center, Madrid","Apartment
Entire apartment • 1 bedroom • 1 bathroom • 15m²
1 full bed"
Minty Stay - Plaza Mayor 1 BD,1041.0,8.6,42.0,3.0,squares,"Madrid City Center, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 50m²
2 beds (1 full, 1 sofa bed)
Free cancellation"
Chueca Modern Apartment,1246.0,8.9,141.0,3.0,squares,"Madrid City Center, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 45m²
2 beds (1 full, 1 sofa bed)
Free cancellation
Only 1 left at this price on our site"
Palacio Plaza Conde Miranda,1494.0,9.5,173.0,4.0,squares,"Madrid City Center, Madrid","One-Bedroom Deluxe Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 40m²
2 beds (1 sofa bed, 1 queen)
Only 2 left at this price on our site"
Exe Convention Plaza Madrid,828.0,8.1,1631.0,4.0,stars,"Fuencarral-El Pardo, Madrid","Double Room
Beds: 1 double or 2 twins"
Minty Stay - Plaza Mayor 2 BD,1114.0,8.7,26.0,,,"Madrid City Center, Madrid","Two-Bedroom Apartment
Entire apartment • 1 bathroom • 52m²
Free cancellation"
UMusic Hotel Madrid,2439.0,8.8,3184.0,5.0,stars,"Madrid City Center, Madrid","Deluxe City View
1 queen bed
Free cancellation"
Apartamento Principe de Vergara,929.0,8.3,12.0,3.0,squares,"Chamartín, Madrid","One-Bedroom Apartment
2 beds (1 full, 1 sofa bed)
Free cancellation"
1 bedroom 1 bathrooms furnished - Delicias Atocha - bright - MintyStay,841.0,8.2,6.0,,,"Arganzuela, Madrid","One-Bedroom Apartment
Entire apartment • 1 bathroom • 1 kitchen • 45m²
Free cancellation"
UVE Marcenado,1038.0,9.2,4728.0,3.0,stars,"Chamartín, Madrid","King Room
1 king bed
Free cancellation
Only 6 rooms left at this price on our site"
Hostal Silserranos,1180.0,8.8,3668.0,2.0,stars,"Madrid City Center, Madrid","Family Room
Multiple bed types
Free cancellation
Only 1 room left at this price on our site"
AbraCadabra Suites,572.0,7.3,1758.0,,,"Madrid City Center, Madrid","Double with Shared Bathroom with Balcony
1 full bed
Only 1 room left at this price on our site"
LA CANTUEÑA,400.0,7.7,1130.0,3.0,stars,Madrid,"Double or Twin Room
2 twin beds"
Siete Monos,1161.0,8.8,199.0,3.0,squares,"Madrid City Center, Madrid","Loft Suite
Entire studio • 1 bathroom • 1 kitchen • 40m²
2 beds (1 sofa bed, 1 queen)
Free cancellation
Only 1 left at this price on our site"
Hostal Lauria,1027.0,9.2,4278.0,2.0,stars,"Madrid City Center, Madrid","Double Room
1 full bed
Only 2 rooms left at this price on our site"
Apartamento Luna - SOLO ADULTOS,1128.0,8.7,33.0,3.0,squares,"Chamberi, Madrid","Loft
Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 22m²
2 twin beds
Free cancellation
Only 2 left at this price on our site"
Be Mate Gran Vía Suites,1162.0,8.6,1157.0,3.0,squares,"Madrid City Center, Madrid","Studio Apartment
Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 22m²
1 queen bed
Free cancellation
Only 3 left at this price on our site"
Sercotel Madrid Aeropuerto,1064.0,8.5,4819.0,4.0,stars,"Barajas, Madrid","Standard Double Room
1 full bed
Free cancellation"
Violeta Suite,900.0,8.9,24.0,3.0,squares,"Latina, Madrid","Two-Bedroom Apartment
Entire apartment • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 95m²
5 beds (4 twins, 1 sofa bed)
Free cancellation"
Apartamentos Las Torres,1078.0,8.7,1191.0,3.0,squares,"Tetuan, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 43m²
1 full bed
Free cancellation
Only 2 left at this price on our site"
Exe Moncloa,1188.0,8.3,5326.0,4.0,stars,"Chamberi, Madrid","Double or Twin Room
Beds: 1 double or 2 twins"
The Social Hub Madrid,1233.0,8.8,3639.0,,,"Moncloa-Aravaca, Madrid","King Room
1 king bed
Only 7 rooms left at this price on our site"
Catalonia El Retiro,1173.0,8.9,2960.0,4.0,stars,"Retiro, Madrid","Standard Double or Twin Room
Beds: 1 double or 2 twins"
"BARRIO DE LAS LETRAS, Corazón de Madrid",685.0,8.0,104.0,,,"Madrid City Center, Madrid","Double Room with Balcony
1 full bed
Free cancellation
Only 1 room left at this price on our site"
MintyStay - Divino Pastor,938.0,7.3,31.0,3.0,squares,"Madrid City Center, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 40m²
2 beds (1 full, 1 sofa bed)
Free cancellation"
THC Tirso Molina Hostel,980.0,8.7,2227.0,,,"Madrid City Center, Madrid","Double Room
1 full bed
Free cancellation
No prepayment needed – pay at the property"
Zleep Madrid Airport,803.0,8.3,7875.0,3.0,stars,"San Blas, Madrid","Standard Double Room
1 king bed"
Apartamentos Castilla Luz Business,986.0,8.7,19.0,3.0,squares,"Tetuan, Madrid","Superior Apartment
Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 60m²
1 queen bed
Only 1 left at this price on our site"
Hostal PETITE MAMAN,749.0,7.6,2601.0,3.0,stars,"Madrid City Center, Madrid","Standard Double Room
1 full bed
Only 2 rooms left at this price on our site"
NEW AND COZY-STUDIO-CHUECA,1112.0,8.8,94.0,3.0,squares,"Madrid City Center, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 41m²
2 beds (1 full, 1 sofa bed)
Free cancellation"
Modern and cozy- 1 Bedroom 1 Bathroom -Lavapiés,1011.0,8.4,35.0,3.0,squares,"Madrid City Center, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 55m²
2 beds (1 full, 1 sofa bed)
Free cancellation"
2 bedrooms 1 bathroom furnished - Anton Martin - Vintage - MintyStay,905.0,8.2,21.0,,,"Madrid City Center, Madrid","Two-Bedroom Apartment
Entire apartment • 1 bathroom • 1 kitchen • 50m²
Free cancellation"
Hostal Abadia Madrid,1049.0,8.6,7631.0,3.0,stars,"Madrid City Center, Madrid","Double Room
1 full bed
Only 7 rooms left at this price on our site"
Eco Via Lusitana,778.0,8.2,3825.0,3.0,stars,"Carabanchel, Madrid","Twin Room
2 twin beds"
One Shot Prado,1301.0,7.9,2585.0,3.0,stars,"Madrid City Center, Madrid","Economy Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation"
